RK,Symbol,Date,N1_Prev_Close,N1_Open_Price,N1_High_Price,N1_Low_Price,N1_Last_Price,N1_Close_Price,N1_Average_Price,N1_Total_Traded_Quantity,N1_Turnover,N1_No_of_Trades,N1_Deliverable_Qty,N1_Dly_Qt_to_Traded_Qty,N2_Prev_Close,N2_Open_Price,N2_High_Price,N2_Low_Price,N2_Last_Price,N2_Close_Price,N2_Average_Price,N2_Total_Traded_Quantity,N2_Turnover,N2_No_of_Trades,N2_Deliverable_Qty,N2_Dly_Qt_to_Traded_Qty,N3_Prev_Close,N3_Open_Price,N3_High_Price,N3_Low_Price,N3_Last_Price,N3_Close_Price,N3_Average_Price,N3_Total_Traded_Quantity,N3_Turnover,N3_No_of_Trades,N3_Deliverable_Qty,N3_Dly_Qt_to_Traded_Qty,N4_Prev_Close,N4_Open_Price,N4_High_Price,N4_Low_Price,N4_Last_Price,N4_Close_Price,N4_Average_Price,N4_Total_Traded_Quantity,N4_Turnover,N4_No_of_Trades,N4_Deliverable_Qty,N4_Dly_Qt_to_Traded_Qty,N5_Prev_Close,N5_Open_Price,N5_High_Price,N5_Low_Price,N5_Last_Price,N5_Close_Price,N5_Average_Price,N5_Total_Traded_Quantity,N5_Turnover,N5_No_of_Trades,N5_Deliverable_Qty,N5_Dly_Qt_to_Traded_Qty,Max_N1toN5,Min_N1toN5,Max_Next_N1toN5,Min_Next_N1toN5,Next_N5_Close_Price,drv_diff%_nextweeklymax_minus_n5close,drv_diff%_Min_N1toN5_Min_NextN1toN5,drv_diff%_Max_N1toN5_Max_NextN1toN5,target_5percent_weekly_from_N5close,target_10percent_weekly_from_N5close,drv_Date_as_Interger,drv_diff%_N1_Prev_Close_N1_Open,drv_diff%_N1_Prev_Close_N1_High,drv_diff%_N1_Prev_Close_N1_Low,drv_diff%_N1_Prev_Close_N1_Last,drv_diff%_N1_Prev_Close_N1_Close,drv_diff%_N1_Prev_Close_N1_Avg,drv_diff%_N1_N2_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover,drv_diff%_N1_N2_No_of_Trades,drv_diff%_N2_Prev_Close_N2_Open,drv_diff%_N2_Prev_Close_N2_High,drv_diff%_N2_Prev_Close_N2_Low,drv_diff%_N2_Prev_Close_N2_Last,drv_diff%_N2_Prev_Close_N2_Close,drv_diff%_N2_Prev_Close_N2Avg,drv_diff%_N2_N3_Total_Traded_Quantity,drv_diff%_N2_N3_Turnover,drv_diff%_N2_N3_No_of_Trades,drv_diff%_N3_Prev_Close_N3_Open,drv_diff%_N3_Prev_Close_N3_High,drv_diff%_N3_Prev_Close_N3_Low,drv_diff%_N3_Prev_Close_N3_Last,drv_diff%_N3_Prev_Close_N3_Close,drv_diff%_N3_Prev_Close_N3_Avg,drv_diff%_N3_N4_Total_Traded_Quantity,drv_diff%_N3_N4_Turnover,drv_diff%_N3_N4_No_of_Trades,drv_diff%_N4_Prev_Close_N4_Open,drv_diff%_N4_Prev_Close_N4_High,drv_diff%_N4_Prev_Close_N4_Low,drv_diff%_N4_Prev_Close_N4_Last,drv_diff%_N4_Prev_Close_N4_Close,drv_diff%_N4_Prev_Close_N4_Avg,drv_diff%_N4_N5_Total_Traded_Quantity,drv_diff%_N4_N5_Turnover,drv_diff%_N4_N5_No_of_Trades,drv_diff%_N5_Prev_Close_N5_Open,drv_diff%_N5_Prev_Close_N5_High,drv_diff%_N5_Prev_Close_N5_Low,drv_diff%_N5_Prev_Close_N5_Last,drv_diff%_N5_Prev_Close_N5_Close,drv_diff%_N5_Prev_Close_N5_Avg,drv_diff%_N1_N2_Deliverable_Qty,drv_diff%_N2_N3_Deliverable_Qty,drv_diff%_N3_N4_Deliverable_Qty,drv_diff%_N4_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty,drv_diff%_N2_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N3_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N4_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Prev_Close,drv_diff%_N1_N3_Prev_Close,drv_diff%_N1_N4_Prev_Close,drv_diff%_N1_N5_Prev_Close,drv_diff%_N1_N2_Open_Price,drv_diff%_N1_N3_Open_Price,drv_diff%_N1_N4_Open_Price,drv_diff%_N1_N5_Open_Price,drv_diff%_N1_N2_High_Price,drv_diff%_N1_N3_High_Price,drv_diff%_N1_N4_High_Price,drv_diff%_N1_N5_High_Price,drv_diff%_N1_N2_Low_Price,drv_diff%_N1_N3_Low_Price,drv_diff%_N1_N4_Low_Price,drv_diff%_N1_N5_Low_Price,drv_diff%_N1_N2_Last_Price,drv_diff%_N1_N3_Last_Price,drv_diff%_N1_N4_Last_Price,drv_diff%_N1_N5_Last_Price,drv_diff%_N1_N2_Close_Price,drv_diff%_N1_N3_Close_Price,drv_diff%_N1_N4_Close_Price,drv_diff%_N1_N5_Close_Price,drv_diff%_N1_N2_Average_Price,drv_diff%_N1_N3_Average_Price,drv_diff%_N1_N4_Average_Price,drv_diff%_N1_N5_Average_Price,drv_diff%_N1_N2_Total_Traded_Quantity_1,drv_diff%_N1_N3_Total_Traded_Quantity,drv_diff%_N1_N4_Total_Traded_Quantity,drv_diff%_N1_N5_Total_Traded_Quantity,drv_diff%_N1_N2_Turnover_1,drv_diff%_N1_N3_Turnover,drv_diff%_N1_N4_Turnover,drv_diff%_N1_N5_Turnover,drv_diff%_N1_N2_No_of_Trades_1,drv_diff%_N1_N3_No_of_Trades,drv_diff%_N1_N4_No_of_Trades,drv_diff%_N1_N5_No_of_Trades,drv_diff%_N1_N2_Deliverable_Qty_1,drv_diff%_N1_N3_Deliverable_Qty,drv_diff%_N1_N4_Deliverable_Qty,drv_diff%_N1_N5_Deliverable_Qty,drv_diff%_N1_N2_Dly_Qt_to_Traded_Qty_1,drv_diff%_N1_N3_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N4_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N5_Dly_Qt_to_Traded_Qty,drv_diff%_N1_N2_Close_Price_1,drv_diff%_N2_N3_Close_Price,drv_diff%_N3_N4_Close_Price,drv_diff%_N4_N5_Close_Price,drv_Gain,drv_Loss,drv_Avg_Gain,drv_Avg_Loss,RS,RSI,SO
1,HINDPETRO,03-01-2020,269.5,264.9,266.15,261.5,263.7,263.7,263.87,4110082,1084513517,36332,1057319,25.73,263.7,256.2,260.95,243.95,244.5,244.65,249.71,12071439,3014358139,103496,4930912,40.85,244.65,250,253.7,239.3,244,242.15,245.39,12074187,2962824633,90556,2905766,24.07,242.15,235,243.35,235,242.7,241.7,240.68,8293440,1996104109,58529,1884050,22.72,241.7,250,254,246.5,252.05,252.95,250.29,7942398,1987924147,90802,2198216,27.68,269.5,235,257.8,249.4,250.2,0.02,-0.06,0.04,0,0,20200103,0.02,0.01,0.03,0.02,0.02,0.02,-1.94,-1.78,-1.85,0.03,0.01,0.07,0.07,0.07,0.05,0,0.02,0.13,-0.02,-0.04,0.02,0,0.01,0,0.31,0.33,0.35,0.03,0,0.03,0,0,0.01,0.04,0,-0.55,-0.03,-0.05,-0.02,-0.04,-0.05,-0.04,-3.66,0.41,0.35,-0.17,-0.59,0.41,0.06,-0.22,0.02,0.09,0.1,0.1,0.03,0.06,0.11,0.06,0.02,0.05,0.09,0.05,0.07,0.08,0.1,0.06,0.07,0.07,0.08,0.04,0.07,0.08,0.08,0.04,0.05,0.07,0.09,0.05,-1.94,-1.94,-1.02,-0.93,-1.78,-1.73,-0.84,-0.83,-1.85,-1.49,-0.61,-1.5,-3.66,-1.75,-0.78,-1.08,-0.59,0.06,0.12,-0.08,-0.0722,-0.0102,-0.0019,0.0465,0.1165,-0.0121,0.0233,-0.00242,9.63,90.59,52.03
2,HINDPETRO,10-01-2020,252.95,254.5,255.5,250.3,252.95,253.35,253.05,5357669,1355756181,60251,1935696,36.13,253.35,253.2,256.9,251.85,252.25,252.35,253.91,2846331,722712253.3,33137,1219620,42.85,252.35,255,257.8,253.6,255,254.5,255.72,2853077,729575787.4,29109,966705,33.88,254.5,254.5,257.45,252.6,256.15,255.95,255.42,2172267,554838653.6,24578,740074,34.07,255.95,256.25,257.35,249.4,250,250.2,251.26,3990321,1002607856,37020,1958459,49.08,257.8,249.4,254.5,243.9,246.8,0.02,0.02,0.01,0,0,20200110,-0.01,-0.01,0.01,0,0,0,0.47,0.47,0.45,0,-0.01,0.01,0,0,0,0,-0.01,0.12,-0.01,-0.02,0,-0.01,-0.01,-0.01,0.24,0.24,0.16,0,-0.01,0.01,-0.01,-0.01,0,-0.84,-0.81,-0.51,0,-0.01,0.03,0.02,0.02,0.02,0.37,0.21,0.23,-1.65,-0.19,0.21,-0.01,-0.44,0,0,-0.01,-0.01,0.01,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0,0,-0.01,-0.01,0.01,0,0,-0.01,0.01,0,-0.01,-0.01,0.01,0.47,0.47,0.59,0.26,0.47,0.46,0.59,0.26,0.45,0.52,0.59,0.39,0.37,0.5,0.62,-0.01,-0.19,0.06,0.06,-0.36,-0.0039,0.0085,0.0057,-0.0225,0.0142,-0.0225,0.00284,-0.0045,0.63,38.65,9.52
3,HINDPETRO,17-01-2020,250.2,248,252.7,246.85,250.05,249.65,249.97,3905216,976174408.3,45677,1779925,45.58,249.65,250,254.5,247.05,248.9,248.75,250.92,3421759,858588027.2,54191,820062,23.97,248.75,248.85,251.85,248,249,249.45,249.99,2262648,565633952.8,72144,687724,30.39,249.45,251.35,252.3,243.9,245.45,245.15,248.74,2680161,666674863.2,60160,1006786,37.56,245.15,248,251.25,244.3,245.5,246.8,248.64,4717684,1173007721,45514,1802229,38.2,254.5,243.9,249.4,238.2,240.1,0.01,0.02,0.02,0,0,20200117,0.01,-0.01,0.01,0,0,0,0.12,0.12,-0.19,0,-0.02,0.01,0,0,-0.01,0.34,0.34,-0.33,0,-0.01,0,0,0,0,-0.18,-0.18,0.17,-0.01,-0.01,0.02,0.02,0.02,0,-0.76,-0.76,0.24,-0.01,-0.02,0,0,-0.01,-0.01,0.54,0.16,-0.46,-0.79,0.47,-0.27,-0.24,-0.02,0,0.01,0,0.02,-0.01,0,-0.01,0,-0.01,0,0,0.01,0,0,0.01,0.01,0,0,0.02,0.02,0,0,0.02,0.01,0,0,0,0.01,0.12,0.42,0.31,-0.21,0.12,0.42,0.32,-0.2,-0.19,-0.58,-0.32,0,0.54,0.61,0.43,-0.01,0.47,0.33,0.18,0.16,-0.0036,0.0028,-0.0172,0.0067,0.0095,-0.0172,0.0019,-0.00344,0.55,35.48,27.36
4,HINDPETRO,24-01-2020,246.8,248.4,249.4,244,244.75,244.8,246.94,3816555,942461004.8,40384,1589196,41.64,244.8,245.5,246.6,240,240.5,241,243.98,3490953,851714335.4,37474,1285292,36.82,241,242,245.2,241.2,242.15,242.35,243.32,3356447,816689343,43046,1130308,33.68,242.35,243,248.25,241.35,246,245.7,245.62,3769731,925929450.1,33117,1428064,37.88,245.7,246,246.95,238.2,239.45,240.1,241.36,3872975,934780724.8,32344,1802525,46.54,249.4,238.2,242.15,221.6,236.95,0.01,0.07,0.03,0,0,20200124,-0.01,-0.01,0.01,0.01,0.01,0,0.09,0.1,0.07,0,-0.01,0.02,0.02,0.02,0,0.04,0.04,-0.15,0,-0.02,0,0,-0.01,-0.01,-0.12,-0.13,0.23,0,-0.02,0,-0.02,-0.01,-0.01,-0.03,-0.01,0.02,0,-0.01,0.03,0.03,0.02,0.02,0.19,0.12,-0.26,-0.26,0.12,0.09,-0.12,-0.23,0.01,0.02,0.02,0,0.01,0.03,0.02,0.01,0.01,0.02,0,0.01,0.02,0.01,0.01,0.02,0.02,0.01,-0.01,0.02,0.02,0.01,0,0.02,0.01,0.01,0.01,0.02,0.09,0.12,0.01,-0.01,0.1,0.13,0.02,0.01,0.07,-0.07,0.18,0.2,0.19,0.29,0.1,-0.13,0.12,0.19,0.09,-0.12,-0.0155,0.0056,0.0138,-0.0228,0.0394,-0.0228,0.00788,-0.00456,1.73,63.37,16.96
5,HINDPETRO,31-01-2020,240.1,242,242.15,231.35,232.55,232.45,235.59,4595587,1082685902,38460,2245101,48.85,232.45,231.3,236.85,221.8,222,224.7,230.46,3250928,749193297.1,29034,808390,24.87,224.7,225,230.5,221.6,223.65,223.4,225.24,4316241,972194851.4,51296,1640426,38.01,223.4,226.3,233.65,226.1,232.2,231.7,229.95,5013569,1152847743,69065,1716762,34.24,231.7,233.1,239.15,232.5,237.05,236.95,236.57,4989111,1180274014,53393,1891484,37.91,242.15,221.6,245,233,NULL,0.03,-0.05,-0.01,0,0,20200131,-0.01,-0.01,0.04,0.03,0.03,0.02,0.29,0.31,0.25,0,-0.02,0.05,0.04,0.03,0.01,-0.33,-0.3,-0.77,0,-0.03,0.01,0,0.01,0,-0.16,-0.19,-0.35,-0.01,-0.05,-0.01,-0.04,-0.04,-0.03,0,-0.02,0.23,-0.01,-0.03,0,-0.02,-0.02,-0.02,0.64,-1.03,-0.05,-0.1,0.49,-0.53,0.1,-0.11,0.03,0.06,0.07,0.03,0.04,0.07,0.06,0.04,0.02,0.05,0.04,0.01,0.04,0.04,0.02,0,0.05,0.04,0,-0.02,0.03,0.04,0,-0.02,0.02,0.04,0.02,0,0.29,0.06,-0.09,-0.09,0.31,0.1,-0.06,-0.09,0.25,-0.33,-0.8,-0.39,0.64,0.27,0.24,0.16,0.49,0.22,0.3,0.22,-0.0333,-0.0058,0.0372,0.0227,0.0899,-0.0058,0.01798,-0.00116,15.5,93.94,74.7
1,HINDUNILVR,03-01-2020,1938.05,1937.9,1940,1918.75,1932,1927.45,1926.53,1598825,3080189230,85043,1117706,69.91,1927.45,1927.35,1929.4,1911.25,1918.5,1915.45,1917.28,683129,1309752442,50595,303870,44.48,1915.45,1919.25,1931,1918,1922,1920.7,1923.6,808935,1556069610,49424,458047,56.62,1920.7,1910,1936.05,1906.45,1932,1929.35,1919.71,1889685,3627646688,75078,1467833,77.68,1929.35,1941.55,1947.3,1931,1937.7,1935.05,1938.35,1544334,2993460858,110313,1149427,74.43,1947.3,1906.45,2054.7,1931.65,2049.25,0.06,-0.01,-0.06,1,0,20200103,0,0,0.01,0,0.01,0.01,0.57,0.57,0.41,0,0,0.01,0,0.01,0.01,-0.18,-0.19,0.02,0,-0.01,0,0,0,0,-1.34,-1.33,-0.52,0.01,-0.01,0.01,-0.01,0,0,0.18,0.17,-0.47,-0.01,-0.01,0,0,0,0,0.73,-0.51,-2.2,0.22,0.36,-0.27,-0.37,0.04,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0.01,-0.01,0.01,0.01,0,0,0.01,0,0,0,0,0,0,-0.01,0.57,0.49,-0.18,0.03,0.57,0.49,-0.18,0.03,0.41,0.42,0.12,-0.3,0.73,0.59,-0.31,-0.03,0.36,0.19,-0.11,-0.06,-0.0062,0.0027,0.0045,0.003,0.0202,0,0.00404,0,0,0,70.01
2,HINDUNILVR,10-01-2020,1935.05,1940.9,1957.5,1931.65,1955.5,1954,1946.83,1003336,1953325015,75262,617533,61.55,1954,1961,1997.85,1957,1994.9,1994.85,1981.57,2040089,4042588264,98419,1223943,59.99,1994.85,1995.5,2014.95,1982.4,2013,2008.8,2002.8,1610737,3225984398,94942,1003279,62.29,2008.8,2011.15,2027,1997.35,2017.4,2021.65,2009.87,1559491,3134381832,62989,1213624,77.82,2021.65,2022,2054.7,2016.1,2046,2049.25,2042.58,2468958,5043041756,117361,1775070,71.9,2054.7,1931.65,2075.9,2027.2,2056.9,0.01,-0.05,-0.01,0,0,20200110,0,-0.01,0,-0.01,-0.01,-0.01,-1.03,-1.07,-0.31,0,-0.02,0,-0.02,-0.02,-0.01,0.21,0.2,0.04,0,-0.01,0.01,-0.01,-0.01,0,0.03,0.03,0.34,0,-0.01,0.01,0,-0.01,0,-0.58,-0.61,-0.86,0,-0.02,0,-0.01,-0.01,-0.01,-0.98,0.18,-0.21,-0.46,0.03,-0.04,-0.25,0.08,-0.01,-0.03,-0.04,-0.04,-0.01,-0.03,-0.04,-0.04,-0.02,-0.03,-0.04,-0.05,-0.01,-0.03,-0.03,-0.04,-0.02,-0.03,-0.03,-0.05,-0.02,-0.03,-0.03,-0.05,-0.02,-0.03,-0.03,-0.05,-1.03,-0.61,-0.55,-1.46,-1.07,-0.65,-0.6,-1.58,-0.31,-0.26,0.16,-0.56,-0.98,-0.62,-0.97,-1.87,0.03,-0.01,-0.26,-0.17,0.0209,0.007,0.0064,0.0137,0.0271,-0.02,0.00542,-0.004,1.35,57.45,95.57
3,HINDUNILVR,17-01-2020,2049.25,2055,2063.9,2040.05,2061.95,2060.3,2056.36,994719,2045501348,61520,670916,67.45,2060.3,2060.5,2075.9,2050,2066.05,2062.85,2061.4,829399,1709723289,48931,452810,54.59,2062.85,2059.75,2075,2052.15,2062,2055.4,2058.97,750000,1544227936,54424,439704,58.63,2055.4,2063,2063.5,2027.2,2051.9,2051.7,2045.32,983169,2010891145,70960,544995,55.43,2051.7,2051.75,2060.85,2035,2057,2056.9,2047.01,708017,1449315965,42076,425206,60.06,2075.9,2027.2,2085.8,2042.7,2058.1,0.01,-0.01,0,0,0,20200117,0,-0.01,0,-0.01,-0.01,0,0.17,0.16,0.2,0,-0.01,0,0,0,0,0.1,0.1,-0.11,0,-0.01,0.01,0,0,0,-0.31,-0.3,-0.3,0,0,0.01,0,0,0,0.28,0.28,0.41,0,0,0.01,0,0,0,0.33,0.03,-0.24,0.22,0.19,-0.07,0.05,-0.08,-0.01,-0.01,0,0,0,0,0,0,-0.01,-0.01,0,0,0,-0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.17,0.25,0.01,0.29,0.16,0.25,0.02,0.29,0.2,0.12,-0.15,0.32,0.33,0.34,0.19,0.37,0.19,0.13,0.18,0.11,0.0012,-0.0036,-0.0018,0.0025,0.0025,-0.0054,0.0005,-0.00108,0.46,31.51,60.99
4,HINDUNILVR,24-01-2020,2056.9,2057,2079,2050.05,2072.7,2073.7,2072.14,914993,1895995802,50498,545886,59.66,2073.7,2066,2068.75,2056.75,2062.95,2061.35,2062.3,429312,885369705.8,31957,253671,59.09,2061.35,2062,2065,2042.7,2060,2060.6,2057.12,777052,1598486250,82900,517179,66.56,2060.6,2062.05,2085.8,2062.05,2070,2074.2,2075.95,873433,1813205650,73343,425200,48.68,2074.2,2074.9,2078,2049.45,2052,2058.1,2062.22,952768,1964812542,67960,706405,74.14,2085.8,2042.7,2204.2,2020.05,2160.3,0.07,0.01,-0.06,1,0,20200124,0,-0.01,0,-0.01,-0.01,-0.01,0.53,0.53,0.37,0,0,0.01,0.01,0.01,0.01,-0.81,-0.81,-1.59,0,0,0.01,0,0,0,-0.12,-0.13,0.12,0,-0.01,0,0,-0.01,-0.01,-0.09,-0.08,0.07,0,0,0.01,0.01,0.01,0.01,0.54,-1.04,0.18,-0.66,0.01,-0.13,0.27,-0.52,-0.01,0,0,-0.01,0,0,0,-0.01,0,0.01,0,0,0,0,-0.01,0,0,0.01,0,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0.53,0.15,0.05,-0.04,0.53,0.16,0.04,-0.04,0.37,-0.64,-0.45,-0.35,0.54,0.05,0.22,-0.29,0.01,-0.12,0.18,-0.24,-0.006,-0.0004,0.0066,-0.0078,0.0166,-0.0082,0.00332,-0.00164,2.02,66.89,35.73
5,HINDUNILVR,31-01-2020,2058.1,2064,2068.25,2020.05,2038.9,2034.25,2039.71,1930834,3938348454,79082,1147755,59.44,2034.25,2049.35,2096,2030.05,2074,2074.9,2074.27,2666062,5530141098,113126,913516,34.26,2074.9,2074.9,2195.55,2074.9,2175,2178.95,2162,4012542,8675122902,180842,1556723,38.8,2178.95,2177,2204.2,2140,2160,2155.6,2167.76,1932121,4188373490,94066,917894,47.51,2155.6,2167.4,2184,2153.9,2159.3,2160.3,2164.44,1514368,3277758068,87356,885125,58.45,2204.2,2020.05,2196.25,2134.05,NULL,0.02,-0.06,0,0,0,20200131,0,0,0.02,0.01,0.01,0.01,-0.38,-0.4,-0.43,-0.01,-0.03,0,-0.02,-0.02,-0.02,-0.51,-0.57,-0.6,0,-0.06,0,-0.05,-0.05,-0.04,0.52,0.52,0.48,0,-0.01,0.02,0.01,0.01,0.01,0.22,0.22,0.07,-0.01,-0.01,0,0,0,0,0.2,-0.7,0.41,0.04,0.42,-0.13,-0.22,-0.23,0.01,-0.01,-0.06,-0.05,0.01,-0.01,-0.05,-0.05,-0.01,-0.06,-0.07,-0.06,0,-0.03,-0.06,-0.07,-0.02,-0.07,-0.06,-0.06,-0.02,-0.07,-0.06,-0.06,-0.02,-0.06,-0.06,-0.06,-0.38,-1.08,0,0.22,-0.4,-1.2,-0.06,0.17,-0.43,-1.29,-0.19,-0.1,0.2,-0.36,0.2,0.23,0.42,0.35,0.2,0.02,0.02,0.0501,-0.0107,0.0022,0.0523,-0.0307,0.01046,-0.00614,1.7,62.96,76.16
1,HINDZINC,03-01-2020,214.15,214,216.9,213.1,215.3,215.25,215.55,816967,176095584.8,15442,559230,68.45,215.25,216.4,216.4,210,211.6,211.85,211.85,322036,68222444.8,5142,175236,54.42,211.85,212.6,215.6,210.2,213.35,213.05,213.37,259266,55320129.95,4442,136813,52.77,213.05,211,212.2,209.5,210.9,211,210.94,362093,76380460.5,8117,224246,61.93,211,215.3,215.3,211.35,214.05,213.25,212.78,380062,80870619.8,8456,229642,60.42,216.9,209.5,224.45,213,215.75,0.05,-0.02,-0.03,0,0,20200103,0,-0.01,0,-0.01,-0.01,-0.01,0.61,0.61,0.67,-0.01,-0.01,0.02,0.02,0.02,0.02,0.19,0.19,0.14,0,-0.02,0.01,-0.01,-0.01,-0.01,-0.4,-0.38,-0.83,0.01,0,0.02,0.01,0.01,0.01,-0.05,-0.06,-0.04,-0.02,-0.02,0,-0.01,-0.01,-0.01,0.69,0.22,-0.64,-0.02,0.2,0.03,-0.17,0.02,-0.01,0.01,0.01,0.01,-0.01,0.01,0.01,-0.01,0,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.61,0.68,0.56,0.53,0.61,0.69,0.57,0.54,0.67,0.71,0.47,0.45,0.69,0.76,0.6,0.59,0.2,0.23,0.1,0.12,-0.0158,0.0057,-0.0096,0.0107,0.0364,-0.0096,0.00728,-0.00192,3.79,79.12,50.68
2,HINDZINC,10-01-2020,213.25,215,224.45,213,219.1,219.1,219.7,2207069,484897507.3,19259,1200002,54.37,219.1,219.65,222,214.2,215.5,215.8,217.57,547822,119187447.9,8145,269401,49.18,215.8,216,218.7,213.25,214.5,214.05,217,2079225,451192671.6,13134,1613590,77.61,214.05,214,218.9,213.5,216.5,215.35,216.06,679989,146918500.1,13879,352950,51.91,215.35,217,218.5,215.15,215.8,215.75,216.38,417479,90335250.6,14839,247795,59.36,224.45,213,224,207.5,208.65,0.04,0.03,0,0,0,20200110,-0.01,-0.05,0,-0.03,-0.03,-0.03,0.75,0.75,0.58,0,-0.01,0.02,0.02,0.02,0.01,-2.8,-2.79,-0.61,0,-0.01,0.01,0.01,0.01,-0.01,0.67,0.67,-0.06,0,-0.02,0,-0.01,-0.01,-0.01,0.39,0.39,-0.07,-0.01,-0.01,0,0,0,0,0.78,-4.99,0.78,0.3,0.1,-0.58,0.33,-0.14,-0.03,-0.01,0,-0.01,-0.02,0,0,-0.01,0.01,0.03,0.02,0.03,-0.01,0,0,-0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.75,0.06,0.69,0.81,0.75,0.07,0.7,0.81,0.58,0.32,0.28,0.23,0.78,-0.34,0.71,0.79,0.1,-0.43,0.05,-0.09,-0.0151,-0.0081,0.0061,0.0019,0.028,-0.0081,0.0056,-0.00162,3.46,77.58,24.02
3,HINDZINC,17-01-2020,215.75,217,219.6,216.35,216.6,216.95,217.33,1274504,276991421.7,23236,856028,67.17,216.95,218.75,224,214.55,216.4,216.35,218.76,1694116,370607973.9,20441,572088,33.77,216.35,214,216.8,211.65,212.4,212.4,213.16,549280,117081817.8,10203,239238,43.55,212.4,213,214.7,207.7,209.85,209.2,209.76,576149,120853877.2,13481,337836,58.64,209.2,210.25,210.7,207.5,208.35,208.65,208.97,472035,98639078.05,13440,258838,54.83,224,207.5,209.9,193.5,194.7,0.01,0.07,0.06,0,0,20200117,-0.01,-0.02,0,0,-0.01,-0.01,-0.33,-0.34,0.12,-0.01,-0.03,0.01,0,0,-0.01,0.68,0.68,0.5,0.01,0,0.02,0.02,0.02,0.01,-0.05,-0.03,-0.32,0,-0.01,0.02,0.01,0.02,0.01,0.18,0.18,0,-0.01,-0.01,0.01,0,0,0,0.33,0.58,-0.41,0.23,0.5,-0.29,-0.35,0.06,-0.01,0,0.02,0.03,-0.01,0.01,0.02,0.03,-0.02,0.01,0.02,0.04,0.01,0.02,0.04,0.04,0,0.02,0.03,0.04,0,0.02,0.04,0.04,-0.01,0.02,0.03,0.04,-0.33,0.57,0.55,0.63,-0.34,0.58,0.56,0.64,0.12,0.56,0.42,0.42,0.33,0.72,0.61,0.7,0.5,0.35,0.13,0.18,-0.0028,-0.0183,-0.0151,-0.0026,0,-0.036,0,-0.0072,0,0,6.97
4,HINDZINC,24-01-2020,208.65,209.9,209.9,207.5,207.95,207.85,208.22,558023,116193334.7,12680,357244,64.02,207.85,207.95,208.1,200,201.4,201,204.29,922817,188518682.4,20025,663341,71.88,201,201.15,203.4,197.25,199.05,198.75,199.45,612033,122071462.7,14996,377009,61.6,198.75,200,202.75,198,198.65,198.55,200.13,591901,118458651.6,7664,384295,64.93,198.55,199.75,199.75,193.5,194.3,194.7,196.85,689175,135664685.4,14173,462431,67.1,209.9,193.5,196.95,188.15,190.75,0.01,0.03,0.06,0,0,20200124,-0.01,-0.01,0.01,0,0,0,-0.65,-0.62,-0.58,0,0,0.04,0.03,0.03,0.02,0.34,0.35,0.25,0,-0.01,0.02,0.01,0.01,0.01,0.03,0.03,0.49,-0.01,-0.02,0,0,0,-0.01,-0.16,-0.15,-0.85,-0.01,-0.01,0.03,0.02,0.02,0.01,-0.86,0.43,-0.02,-0.2,-0.12,0.14,-0.05,-0.03,0,0.04,0.05,0.05,0.01,0.04,0.05,0.05,0.01,0.03,0.03,0.05,0.04,0.05,0.05,0.07,0.03,0.04,0.04,0.07,0.03,0.04,0.04,0.06,0.02,0.04,0.04,0.05,-0.65,-0.1,-0.06,-0.24,-0.62,-0.05,-0.02,-0.17,-0.58,-0.18,0.4,-0.12,-0.86,-0.06,-0.08,-0.29,-0.12,0.04,-0.01,-0.05,-0.033,-0.0112,-0.001,-0.0194,0.03,-0.0316,0.006,-0.00632,0.95,48.72,7.32
